frame_id,file,t_recv_wall_ns,gmag,theta_mod90,psi_mod90,n_comp,n_seg,weight,spread_deg,confident,psi_unwrapped
1120309,01120309.jpg,1785646652397257216,9.81,0.042,89.958,28,112,1332.3,2.69,1,89.958
1120310,01120310.jpg,1785646652430434560,9.81,0.042,89.958,28,112,1331.7,2.67,1,89.958
1120311,01120311.jpg,1785646652464270592,9.81,0.042,89.958,28,112,1329.8,2.61,1,89.958
1120312,01120312.jpg,1785646652497238528,9.81,0.042,89.958,28,112,1328.6,2.57,1,89.958
1120313,01120313.jpg,1785646652531223040,9.81,0.042,89.958,28,112,1327.3,2.54,1,89.958
1120314,01120314.jpg,1785646652564491008,9.81,0.042,89.958,28,112,1326.1,2.5,1,89.958
1120315,01120315.jpg,1785646652596743680,9.81,0.042,89.958,28,112,1325.0,2.46,1,89.958
1120316,01120316.jpg,1785646652631350272,10.777,0.047,89.953,28,112,1324.6,2.45,1,89.953
1120317,01120317.jpg,1785646652664468736,12.213,1.618,88.382,28,110,1330.7,1.61,1,88.382
1120318,01120318.jpg,1785646652697216000,11.018,1.678,88.322,20,92,1239.4,3.01,1,88.322
1120319,01120319.jpg,1785646652730445824,9.715,89.991,0.009,25,109,1319.0,4.32,1,90.009
1120320,01120320.jpg,1785646652764525824,9.953,1.821,88.179,17,84,1184.0,2.0,1,88.179
1120321,01120321.jpg,1785646652796682496,10.039,89.989,0.011,27,103,1180.3,3.63,1,90.011
1120322,01120322.jpg,1785646652830210816,10.024,89.992,0.008,31,125,1475.9,2.96,1,90.008
1120323,01120323.jpg,1785646652864869120,9.993,89.992,0.008,24,100,1337.1,2.86,1,90.008
1120324,01120324.jpg,1785646652898073856,9.972,89.992,0.008,25,100,1360.0,3.07,1,90.008
1120325,01120325.jpg,1785646652931209216,9.914,89.992,0.008,30,129,1624.6,2.72,1,90.008
1120326,01120326.jpg,1785646652964966656,9.89,0.396,89.604,18,86,1367.6,2.57,1,89.604
1120327,01120327.jpg,1785646652997276160,9.9,89.993,0.007,28,125,1595.5,2.1,1,90.007
1120328,01120328.jpg,1785646653031497984,9.975,89.993,0.007,25,99,1328.1,2.04,1,90.007
1120329,01120329.jpg,1785646653064933376,9.942,89.994,0.006,15,81,1213.6,2.25,1,90.006
1120330,01120330.jpg,1785646653097957632,9.951,89.994,0.006,30,101,1263.7,2.52,1,90.006
1120331,01120331.jpg,1785646653129896960,9.97,89.941,0.059,27,112,1413.1,3.22,1,90.059
1120332,01120332.jpg,1785646653165012992,9.984,89.44,0.56,21,93,1306.4,2.11,1,90.56
1120333,01120333.jpg,1785646653196775680,9.96,0.351,89.649,24,118,1460.6,3.72,1,89.649
1120334,01120334.jpg,1785646653230050816,9.949,88.643,1.357,27,116,1422.8,4.69,1,91.357
1120335,01120335.jpg,1785646653263673856,9.971,89.655,0.345,23,104,1352.4,4.39,1,90.345
1120336,01120336.jpg,1785646653299754496,9.939,89.863,0.137,21,90,1307.2,4.13,1,90.137
1120337,01120337.jpg,1785646653330480128,9.954,0.475,89.525,22,79,1283.8,3.37,1,89.525
1120338,01120338.jpg,1785646653363474688,9.958,1.016,88.984,19,74,1268.2,2.76,1,88.984
1120339,01120339.jpg,1785646653396594432,9.955,1.537,88.463,21,76,1276.4,2.19,1,88.463
1120340,01120340.jpg,1785646653431088384,9.908,2.372,87.628,21,82,1315.1,2.34,1,87.628
1120341,01120341.jpg,1785646653463734784,9.884,1.059,88.941,18,82,1289.9,2.68,1,88.941
1120342,01120342.jpg,1785646653497773312,9.881,1.759,88.241,20,84,1311.5,2.4,1,88.241
1120343,01120343.jpg,1785646653530834176,9.873,1.155,88.845,23,92,1365.6,2.96,1,88.845
1120344,01120344.jpg,1785646653564298752,9.87,1.555,88.445,24,92,1353.5,2.71,1,88.445
1120345,01120345.jpg,1785646653596934912,9.874,1.453,88.547,22,104,1424.9,3.59,1,88.547
1120346,01120346.jpg,1785646653630083584,9.874,1.346,88.654,23,106,1427.6,3.35,1,88.654
1120347,01120347.jpg,1785646653663288576,9.874,1.673,88.327,22,100,1387.1,3.22,1,88.327
1120348,01120348.jpg,1785646653698001152,9.878,2.182,87.818,24,107,1422.9,2.61,1,87.818
1120349,01120349.jpg,1785646653730832384,9.879,1.214,88.786,22,100,1384.6,3.16,1,88.786
1120350,01120350.jpg,1785646653764327424,9.879,1.351,88.649,22,104,1428.2,3.06,1,88.649
1120351,01120351.jpg,1785646653797724672,9.88,1.091,88.909,26,103,1442.7,2.67,1,88.909
1120352,01120352.jpg,1785646653831919104,9.881,1.309,88.691,25,111,1490.3,2.98,1,88.691
1120353,01120353.jpg,1785646653863236096,9.881,1.108,88.892,27,120,1463.3,2.9,1,88.892
1120354,01120354.jpg,1785646653896578816,9.881,1.513,88.487,25,109,1398.5,2.88,1,88.487
1120355,01120355.jpg,1785646653929898240,9.881,1.644,88.356,26,109,1428.4,2.64,1,88.356
1120356,01120356.jpg,1785646653965899008,9.881,1.259,88.741,26,108,1434.0,2.47,1,88.741
1120357,01120357.jpg,1785646653997205504,9.881,1.443,88.557,26,115,1462.2,2.62,1,88.557
1120358,01120358.jpg,1785646654030268928,9.881,1.323,88.677,24,107,1440.8,2.12,1,88.677
1120359,01120359.jpg,1785646654063322624,9.882,1.334,88.666,23,99,1420.0,2.15,1,88.666
1120360,01120360.jpg,1785646654097813248,9.885,1.377,88.623,23,99,1397.2,2.45,1,88.623
1120361,01120361.jpg,1785646654130651392,9.9,0.079,89.921,25,105,1409.7,3.22,1,89.921
1120362,01120362.jpg,1785646654163961088,9.883,0.318,89.682,20,89,1301.5,3.88,1,89.682
1120363,01120363.jpg,1785646654196807424,9.882,0.372,89.628,23,104,1356.8,3.54,1,89.628
1120364,01120364.jpg,1785646654231931904,9.893,1.883,88.117,22,83,1267.6,2.36,1,88.117
1120365,01120365.jpg,1785646654263945728,9.893,1.933,88.067,22,80,1256.2,2.04,1,88.067
1120366,01120366.jpg,1785646654296930560,9.891,2.261,87.739,22,91,1267.5,2.31,1,87.739
1120367,01120367.jpg,1785646654330333696,9.884,1.402,88.598,21,92,1260.1,2.95,1,88.598
1120368,01120368.jpg,1785646654364783616,9.877,1.766,88.234,23,83,1272.1,2.55,1,88.234
1120369,01120369.jpg,1785646654398063360,9.876,2.024,87.976,21,90,1301.9,2.28,1,87.976
1120370,01120370.jpg,1785646654430587392,9.875,1.158,88.842,22,91,1269.0,2.74,1,88.842
1120371,01120371.jpg,1785646654463778304,9.881,1.376,88.624,27,100,1328.8,2.43,1,88.624
1120372,01120372.jpg,1785646654498454016,9.88,0.794,89.206,24,94,1291.6,2.51,1,89.206
1120373,01120373.jpg,1785646654530768384,9.902,0.918,89.082,21,96,1279.1,2.27,1,89.082
1120374,01120374.jpg,1785646654564162304,9.943,1.079,88.921,21,95,1267.3,1.89,1,88.921
1120375,01120375.jpg,1785646654597750784,9.865,1.837,88.163,20,83,1172.4,1.48,1,88.163
1120376,01120376.jpg,1785646654630786816,9.89,1.945,88.055,22,96,1237.8,2.59,1,88.055
1120377,01120377.jpg,1785646654664298240,9.897,2.36,87.64,20,85,1213.9,2.62,1,87.64
1120378,01120378.jpg,1785646654697568512,9.91,2.438,87.562,17,85,1195.5,3.01,1,87.562
1120379,01120379.jpg,1785646654730458624,9.909,2.424,87.576,22,89,1248.1,3.07,1,87.576
1120380,01120380.jpg,1785646654763794944,9.877,2.545,87.455,23,86,1221.4,2.9,1,87.455
1120381,01120381.jpg,1785646654797036032,9.867,2.459,87.541,23,95,1261.2,2.96,1,87.541
1120382,01120382.jpg,1785646654830550784,9.855,1.977,88.023,24,93,1239.2,3.67,1,88.023
1120383,01120383.jpg,1785646654863908096,9.851,1.942,88.058,22,94,1152.2,2.97,1,88.058
1120384,01120384.jpg,1785646654897658112,9.855,2.252,87.748,25,90,1178.5,3.05,1,87.748
1120385,01120385.jpg,1785646654930429440,9.857,2.589,87.411,21,83,1159.6,2.77,1,87.411
1120386,01120386.jpg,1785646654963494656,9.859,1.482,88.518,23,94,1187.7,3.74,1,88.518
